Order_ID,Units_Sold,MRP,Discount_Applied,Revenue,Profit,Region_Delhi,Region_Hyd,Region_Hyderabad,Region_Kolkata,Region_Mumbai,Region_Pune,Region_bengaluru,Region_hyderbad,Product_Line_Lifestyle,Product_Line_Running,Product_Line_Soccer,Product_Line_Training,Gender_Category_Men,Gender_Category_Women,Sales_Channel_Retail,Profit_Margin
2059,-1.0,9507.54,,0.0,291.28,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,inf
2060,2.0,7979.26,,0.0,2821.59,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,inf
2061,,,,0.0,-501.68,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,-inf
2062,2.0,,,0.0,1823.91,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,inf
2063,1.0,9751.0,0.16,8190.84,1130.31,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,13.799683548940035
2064,2.0,7557.71,,0.0,3277.44,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,inf
2065,,,0.78,0.0,21.58,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,inf
2066,-1.0,5259.05,,0.0,1022.82,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,inf
2067,4.0,3588.38,,0.0,161.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,inf
2068,4.0,2553.29,,0.0,984.9,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,inf
2069,,7502.24,,0.0,3554.58,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,inf
2070,,,,0.0,1112.43,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,inf
2071,3.0,7849.81,0.49,12010.21,-882.96,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,-7.351744890389095
2072,3.0,,,0.0,3639.2,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,inf
2073,4.0,,0.85,0.0,443.86,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,inf
2074,-1.0,,0.57,0.0,1958.47,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,inf
2075,4.0,4251.74,,0.0,2345.35,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,inf
2076,,,,0.0,2011.25,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,inf
2077,,,,0.0,3332.66,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,inf
2078,0.0,6970.47,,0.0,262.79,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,inf
2079,-1.0,4322.06,,0.0,279.78,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,inf
2080,,,,0.0,-1005.89,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,-inf
2081,,,,0.0,2810.49,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,inf
2028,-1.0,,0.21,0.0,3303.01,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,inf
2083,,9291.74,,0.0,-981.21,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,-inf
2084,2.0,,,0.0,408.39,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,inf
2085,,7561.85,,0.0,98.72,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,inf
2086,0.0,,0.45,0.0,1742.66,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,inf
2087,,4656.28,,0.0,3777.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,inf
2088,4.0,,,0.0,2702.93,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,inf
2089,2.0,6874.77,0.6,5499.82,-1076.66,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,-19.576277041794096
2090,,,,0.0,163.15,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,inf
2091,,9246.88,,0.0,1917.55,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,inf
2092,2.0,,1.13,0.0,207.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,inf
2093,0.0,,0.29,0.0,-146.73,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,-inf
2094,1.0,4276.36,,0.0,2974.58,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,inf
2095,,,,0.0,880.57,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,inf
2096,2.0,,,0.0,288.66,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,inf
2097,,7978.89,,0.0,769.05,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,inf
2098,,5690.69,0.69,0.0,98.3,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,inf
2099,2.0,,0.32,0.0,360.97,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,inf
2100,1.0,5937.52,,0.0,2287.57,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,inf
2101,,2010.07,,0.0,3398.01,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,inf
2102,-1.0,,0.77,0.0,284.17,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,inf
2103,-1.0,6777.88,,0.0,469.61,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,inf
2104,,,,0.0,2905.91,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,inf
2105,2.0,5744.7,,0.0,1716.04,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,inf
2106,,,,0.0,76.95,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,inf
2107,4.0,,,0.0,-184.69,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,-inf
2108,,,0.27,0.0,-338.77,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,-inf
2109,0.0,,,0.0,3791.88,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,inf
2110,1.0,,0.42,0.0,-259.29,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,-inf
2111,,,1.14,0.0,1326.67,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,inf
2112,,2201.54,,0.0,697.42,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,inf
2113,,3939.34,,0.0,2918.93,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,inf
2114,1.0,3167.33,0.53,1488.65,1567.37,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,105.28801262889193
2115,2.0,7607.45,,0.0,1969.03,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,inf
2116,,4038.32,1.13,0.0,2088.55,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,inf
2117,0.0,7645.96,,0.0,2037.43,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,inf
2118,2.0,8426.54,,0.0,2696.85,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,inf
2119,-1.0,,0.41,0.0,2887.81,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,inf
2120,,,,0.0,-328.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,-inf
2000,-1.0,,,0.0,929.75,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,inf
2122,0.0,,,0.0,1078.48,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,inf
2123,,,,0.0,2195.52,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,inf
2124,,6436.11,1.24,0.0,432.04,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,inf
2125,,,,0.0,1051.22,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,inf
2126,-1.0,5399.58,,0.0,2508.34,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,inf
2127,-1.0,4020.5,,0.0,3718.37,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,inf
2128,,8750.71,,0.0,1411.29,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,inf
2129,,,,0.0,841.4,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,inf
2130,3.0,,0.24,0.0,2962.75,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,inf
2131,,5561.82,,0.0,2227.48,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,inf
2132,2.0,,,0.0,3882.22,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,inf
2133,,6789.53,,0.0,-166.81,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,-inf
2134,,4738.62,,0.0,1009.28,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,inf
2135,2.0,9106.61,0.74,4735.44,2422.38,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,51.154274998732966
2136,1.0,,,0.0,3672.24,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,inf
2137,0.0,5222.02,0.95,0.0,1796.76,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,inf
2138,2.0,8055.2,,0.0,1840.09,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,inf
2139,,,,0.0,-334.52,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,-inf
2140,,6765.74,,0.0,-875.45,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-inf
2141,,,1.1,0.0,-1032.47,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,-inf
2142,,,,0.0,-995.59,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,-inf
2143,-1.0,,,0.0,1006.66,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,inf
2144,4.0,,,0.0,2385.1,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,inf
2145,0.0,,0.67,0.0,1335.45,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,inf
2146,,,1.12,0.0,-908.85,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,-inf
2147,-1.0,,,0.0,-426.53,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,-inf
2148,,,,0.0,520.55,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,inf
2149,,,,0.0,-595.69,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,-inf
2150,2.0,3313.21,0.48,3445.74,3221.62,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,93.49573676481685
2151,4.0,5619.75,,0.0,2000.85,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,inf
2152,,,,0.0,3819.41,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,inf
2153,0.0,,0.09,0.0,1246.58,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,inf
2154,,2963.16,,0.0,2381.85,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,inf
2155,3.0,,,0.0,1475.15,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,inf
2156,0.0,,,0.0,-286.07,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,-inf
2157,1.0,,,0.0,-701.01,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,-inf
2158,-1.0,,0.5,0.0,514.79,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,inf
2159,2.0,3987.65,,0.0,2781.72,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,inf
2160,,,,0.0,3744.91,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,inf
2161,0.0,5119.41,0.8,0.0,1956.8,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,inf
2162,,7662.11,,0.0,2398.55,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,inf
2163,,,1.24,0.0,3344.98,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,inf
2164,0.0,,0.95,0.0,-872.9,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,-inf
2165,4.0,4577.65,,0.0,2460.19,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,inf
2166,,7312.38,,0.0,3364.05,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,inf
2167,3.0,3055.79,,0.0,1259.58,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,inf
2168,,,0.85,0.0,3011.49,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,inf
2169,4.0,4046.05,0.01,16022.36,1057.58,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,6.600650590799358
2170,0.0,,,0.0,3218.82,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,inf
2022,,9378.52,1.06,0.0,128.92,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,inf
2172,,7988.99,1.2,0.0,-909.86,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,-inf
2173,-1.0,6620.78,,0.0,3770.03,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,inf
2174,,3883.92,,0.0,428.5,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,inf
2175,,,1.16,0.0,2457.78,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,inf
2176,4.0,,,0.0,3908.28,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,inf
2177,,,,0.0,885.37,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,inf
2178,1.0,,,0.0,-983.37,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,-inf
2179,3.0,,,0.0,3135.92,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,inf
2180,,,,0.0,2189.84,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,inf
2181,2.0,,,0.0,419.58,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,inf
2182,,7214.55,,0.0,-662.77,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-inf
2183,,5389.56,,0.0,2927.93,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,inf
2184,4.0,,,0.0,1980.73,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,inf
2185,4.0,4207.44,0.59,6900.2,-615.48,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,-8.91974145676937
2186,0.0,,,0.0,540.83,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,inf
2187,,7795.32,,0.0,2402.99,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,inf
2188,-1.0,,,0.0,1278.03,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,inf
2189,3.0,,0.9,0.0,3628.46,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,inf
2190,,4280.01,0.66,0.0,1949.77,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,inf
2191,3.0,,,0.0,-1032.88,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,-inf
2192,-1.0,,,0.0,554.91,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,inf
2193,-1.0,,1.24,0.0,1803.66,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,inf
2194,,6196.01,,0.0,926.03,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,inf
2195,,,0.51,0.0,1041.81,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,inf
2196,2.0,2708.73,,0.0,925.63,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,inf
2197,3.0,,,0.0,-418.5,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,-inf
2198,4.0,,0.65,0.0,-169.33,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,-inf
2199,1.0,,,0.0,389.94,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,inf
2200,3.0,5570.72,,0.0,1513.76,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,inf
2201,,,,0.0,1403.56,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,inf
2202,-1.0,7918.93,1.06,475.14,1994.42,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,419.7541777160416
2203,0.0,6903.22,,0.0,1556.95,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,inf
2204,,7660.41,,0.0,2076.75,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,inf
2205,0.0,,,0.0,-467.52,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,-inf
2206,2.0,,,0.0,-524.85,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,-inf
2207,,,,0.0,2101.41,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,inf
2208,,5172.62,0.97,0.0,-1074.04,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,-inf
2209,,,,0.0,1956.7,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,inf
2210,,,,0.0,701.02,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,inf
2000,4.0,,0.94,0.0,2372.82,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,inf
2212,,7670.82,,0.0,-87.95,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,-inf
2213,,5714.92,,0.0,3741.14,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,inf
2214,2.0,5016.03,,0.0,1446.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,inf
2215,3.0,,0.36,0.0,3254.06,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,inf
2216,1.0,3111.62,,0.0,2617.56,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,inf
2217,,,,0.0,2190.84,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,inf
2218,2.0,,,0.0,1440.02,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,inf
2219,-1.0,,1.06,0.0,3305.72,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,inf
2220,,,,0.0,890.14,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,inf
2221,2.0,3375.97,,0.0,-297.05,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,-inf
2222,2.0,8897.19,0.11,15837.0,2821.69,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,17.81707394077161
2223,-1.0,9180.15,,0.0,799.28,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,inf
2224,-1.0,,0.12,0.0,3278.7,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,inf
2225,,,,0.0,1136.63,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,inf
2226,,,0.31,0.0,-131.04,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-inf
2021,,2180.71,0.82,0.0,2277.63,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,inf
2228,,9382.15,,0.0,-127.34,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-inf
2229,,7143.23,,0.0,3284.36,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,inf
2230,,,,0.0,781.56,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,inf
2231,0.0,,1.05,0.0,-39.48,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,-inf
2232,,2149.28,0.32,0.0,2409.87,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,inf
2233,0.0,,,0.0,2398.07,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,inf
2234,4.0,6189.1,1.12,2970.77,2085.62,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,70.20469440582744
2042,1.0,5254.47,,0.0,2459.63,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,inf
2236,,,,0.0,880.62,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,inf
2237,,5089.88,,0.0,-238.18,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,-inf
2238,3.0,4348.86,,0.0,662.02,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,inf
2239,,,,0.0,1750.71,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,inf
2240,,9520.5,0.48,0.0,-928.85,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,-inf
2241,,9662.04,,0.0,-233.74,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,-inf
2046,-1.0,4934.46,0.86,690.82,2237.95,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,323.9555890101618
2243,,9747.58,,0.0,266.31,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,inf
2244,2.0,,,0.0,1904.11,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,inf
2245,,4128.35,,0.0,-290.33,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,-inf
2246,-1.0,7806.98,,0.0,-943.35,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-inf
2247,,,,0.0,-1158.15,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,-inf
2248,4.0,8249.96,0.24,25079.88,1625.14,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,6.4798555654971235
2249,,7730.77,,0.0,-692.94,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,-inf
2250,,,,0.0,821.13,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,inf
2046,2.0,9593.65,,0.0,1592.5,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,inf
2252,,,,0.0,934.87,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,inf
2253,0.0,,,0.0,1516.72,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,inf
2254,,,0.89,0.0,1642.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,inf
2255,,2222.55,0.84,0.0,586.56,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,inf
