ID Cliente,País,Quantidade,Valor,Lucro
14453.0,United Kingdom,49,11993.0,11944.0
16031.0,United Kingdom,204,24331.0,24127.0
,United Kingdom,11,1365.0,1354.0
17940.0,United Kingdom,648,1620.0,972.0
17183.0,United Kingdom,-30,-375.0,-345.0
16948.0,United Kingdom,1368,19448.0,18080.0
15465.0,United Kingdom,-3,-3285.0,-3282.0
13178.0,United Kingdom,539,7650.0,7111.0
18221.0,United Kingdom,145,16985.0,16840.0
14572.0,United Kingdom,-1,-1275.0,-1274.0
12888.0,United Kingdom,-3,-2985.0,-2982.0
14911.0,EIRE,271,35623.0,35352.0
15738.0,United Kingdom,202,3169.0,2967.0
16059.0,United Kingdom,40,1053.0,1013.0
13268.0,United Kingdom,2,82.0,80.0
16980.0,United Kingdom,418,73236.0,72818.0
12929.0,United Kingdom,37,11785.0,11748.0
14646.0,Netherlands,7807,1234121.0,1226314.0
13089.0,United Kingdom,331,88663.0,88332.0
13458.0,United Kingdom,-10,-165.0,-155.0
14177.0,United Kingdom,2,75.0,73.0
13263.0,United Kingdom,69,13359.0,13290.0
15311.0,United Kingdom,145,39457.0,39312.0
16719.0,United Kingdom,235,29267.0,29032.0
15623.0,United Kingdom,125,30103.0,29978.0
13414.0,United Kingdom,368,5328.0,4960.0
15916.0,United Kingdom,-3,-1855.0,-1852.0
15239.0,United Kingdom,-3,-1625.0,-1622.0
13396.0,United Kingdom,461,97372.0,96911.0
13652.0,United Kingdom,178,32944.0,32766.0
13513.0,United Kingdom,109,2051.0,1942.0
14013.0,United Kingdom,258,19922.0,19664.0
17450.0,United Kingdom,-1,-2000.0,-1999.0
14702.0,United Kingdom,76,19929.0,19853.0
13199.0,United Kingdom,48,8592.0,8544.0
14911.0,EIRE,70,14162.0,14092.0
14289.0,United Kingdom,26,12468.0,12442.0
14910.0,United Kingdom,80,1108.0,1028.0
,United Kingdom,-1,-1645371.0,-1645370.0
,United Kingdom,2,1013.0,1011.0
12681.0,France,185,34329.0,34144.0
15271.0,United Kingdom,34,795.0,761.0
16655.0,United Kingdom,373,81225.0,80852.0
14931.0,Channel Islands,181,26165.0,25984.0
,United Kingdom,-1440,0.0,1440.0
15159.0,United Kingdom,1,125.0,124.0
15339.0,United Kingdom,159,2579.0,2420.0
13458.0,United Kingdom,666,101514.0,100848.0
17350.0,United Kingdom,240,15624.0,15384.0
,United Kingdom,1,0.0,-1.0
,United Kingdom,-43,0.0,43.0
13126.0,United Kingdom,108,20364.0,20256.0
,United Kingdom,-4,0.0,4.0
14191.0,United Kingdom,98,3576.0,3478.0
16729.0,United Kingdom,-7,-202.0,-195.0
16523.0,United Kingdom,204,4844.0,4640.0
17450.0,United Kingdom,3084,946848.0,943764.0
17757.0,United Kingdom,61,16119.0,16058.0
14344.0,United Kingdom,3,1785.0,1782.0
12449.0,Belgium,267,77795.0,77528.0
17511.0,United Kingdom,-11,-2949.0,-2938.0
,United Kingdom,-71,0.0,71.0
,United Kingdom,-7,0.0,7.0
13434.0,United Kingdom,240,4614.0,4374.0
,United Kingdom,8,7772.0,7764.0
17841.0,United Kingdom,-3,-1035.0,-1032.0
17450.0,United Kingdom,780,198924.0,198144.0
17837.0,United Kingdom,105,25095.0,24990.0
15622.0,United Kingdom,106,38195.0,38089.0
15808.0,United Kingdom,322,73392.0,73070.0
16745.0,United Kingdom,584,5411.0,4827.0
17338.0,United Kingdom,-1,-1095.0,-1094.0
13468.0,United Kingdom,61,11587.0,11526.0
12451.0,Switzerland,1650,253956.0,252306.0
,United Kingdom,68,43014.0,42946.0
17702.0,United Kingdom,302,4856.0,4554.0
13767.0,United Kingdom,902,17353.0,16451.0
14562.0,United Kingdom,59,21539.0,21480.0
15514.0,United Kingdom,277,49923.0,49646.0
14547.0,United Kingdom,438,53458.0,53020.0
12885.0,United Kingdom,293,51947.0,51654.0
13032.0,United Kingdom,175,4963.0,4788.0
13755.0,United Kingdom,80,1569.0,1489.0
13631.0,United Kingdom,-7,-4865.0,-4858.0
15797.0,United Kingdom,200,3300.0,3100.0
16843.0,United Kingdom,534,75906.0,75372.0
17356.0,United Kingdom,166,17822.0,17656.0
14911.0,EIRE,226,36837.0,36611.0
16148.0,United Kingdom,72,7632.0,7560.0
17841.0,United Kingdom,152,28352.0,28200.0
16168.0,United Kingdom,88,1412.0,1324.0
17428.0,United Kingdom,48,31118.0,31070.0
14513.0,United Kingdom,7,1875.0,1868.0
16503.0,United Kingdom,118,3537.0,3419.0
14631.0,United Kingdom,160,3095.0,2935.0
12726.0,France,333,2234.0,1901.0
15201.0,United Kingdom,-14,-859.0,-845.0
15606.0,United Kingdom,104,32088.0,31984.0
15769.0,United Kingdom,1032,257448.0,256416.0
14680.0,United Kingdom,568,122616.0,122048.0
12704.0,Finland,81,19876.0,19795.0
13999.0,United Kingdom,167,30703.0,30536.0
13324.0,United Kingdom,680,8556.0,7876.0
,United Kingdom,-21,0.0,21.0
17686.0,United Kingdom,97,38696.0,38599.0
13261.0,United Kingdom,20,990.0,970.0
15206.0,United Kingdom,6,177.0,171.0
16745.0,United Kingdom,406,20382.0,19976.0
17849.0,United Kingdom,19,21775.0,21756.0
,United Kingdom,652,183958.0,183306.0
15651.0,United Kingdom,238,22732.0,22494.0
14711.0,United Kingdom,111,21306.0,21195.0
16558.0,United Kingdom,127,31115.0,30988.0
15572.0,United Kingdom,267,67925.0,67658.0
16187.0,United Kingdom,247,4809.0,4562.0
17677.0,United Kingdom,24,348.0,324.0
17139.0,United Kingdom,232,46852.0,46620.0
13552.0,United Kingdom,-14,-12929.0,-12915.0
,United Kingdom,378,165497.0,165119.0
15659.0,United Kingdom,111,30645.0,30534.0
13418.0,United Kingdom,124,37068.0,36944.0
14031.0,United Kingdom,46,9963.0,9917.0
14224.0,United Kingdom,99,2443.0,2344.0
13654.0,United Kingdom,24,996.0,972.0
12709.0,Germany,-5,-1903.0,-1898.0
13719.0,United Kingdom,77,25049.0,24972.0
16326.0,United Kingdom,85,31305.0,31220.0
14287.0,United Kingdom,144,1728.0,1584.0
16779.0,United Kingdom,308,36432.0,36124.0
15197.0,United Kingdom,-12,-4194.0,-4182.0
16775.0,United Kingdom,31,1147.0,1116.0
14931.0,Channel Islands,1,2930.0,2929.0
15514.0,United Kingdom,152,3852.0,3700.0
,United Kingdom,119,64604.0,64485.0
15755.0,United Kingdom,198,31468.0,31270.0
13599.0,United Kingdom,-2,-724.0,-722.0
16124.0,United Kingdom,-7,-6185.0,-6178.0
,United Kingdom,2560,0.0,-2560.0
15005.0,United Kingdom,245,32722.0,32477.0
16019.0,United Kingdom,396,112935.0,112539.0
16187.0,United Kingdom,-8,-396.0,-388.0
,United Kingdom,20,0.0,-20.0
15518.0,United Kingdom,-1,-165.0,-164.0
14911.0,EIRE,-1,-425.0,-424.0
13576.0,United Kingdom,180,32748.0,32568.0
,United Kingdom,7,141.0,134.0
15955.0,United Kingdom,10,85.0,75.0
15134.0,United Kingdom,101,17163.0,17062.0
14135.0,United Kingdom,52,1674.0,1622.0
15333.0,United Kingdom,344,102856.0,102512.0
,United Kingdom,1,0.0,-1.0
15493.0,United Kingdom,106,41249.0,41143.0
14346.0,United Kingdom,501,75914.0,75413.0
12836.0,United Kingdom,254,79899.0,79645.0
17166.0,United Kingdom,21,7875.0,7854.0
14457.0,United Kingdom,88,11364.0,11276.0
15874.0,United Kingdom,52,58435.0,58383.0
15044.0,United Kingdom,114,4405.0,4291.0
16960.0,United Kingdom,76,14896.0,14820.0
16011.0,United Kingdom,63,11855.0,11792.0
13209.0,United Kingdom,593,104966.0,104373.0
14060.0,United Kingdom,216,29424.0,29208.0
,United Kingdom,2,2325.0,2323.0
13685.0,United Kingdom,1524,59436.0,57912.0
12670.0,France,210,39334.0,39124.0
,United Kingdom,96,0.0,-96.0
,United Kingdom,-21,0.0,21.0
14522.0,United Kingdom,251,48207.0,47956.0
,United Kingdom,-278,0.0,278.0
,United Kingdom,2,0.0,-2.0
14298.0,United Kingdom,618,42864.0,42246.0
12505.0,Italy,-1,-45.0,-44.0
16422.0,United Kingdom,-35,-245.0,-210.0
15861.0,United Kingdom,-1,-1650.0,-1649.0
15618.0,United Kingdom,239,35781.0,35542.0
14180.0,United Kingdom,21,14915.0,14894.0
12583.0,France,491,73016.0,72525.0
,United Kingdom,10,0.0,-10.0
15985.0,United Kingdom,208,24284.0,24076.0
17663.0,United Kingdom,179,37139.0,36960.0
17900.0,United Kingdom,49,798.0,749.0
12569.0,Germany,13,774.0,761.0
12682.0,France,117,2567.0,2450.0
14606.0,United Kingdom,-1,-39.0,-38.0
12471.0,Germany,-13,-8472.0,-8459.0
13081.0,United Kingdom,144,720.0,576.0
,United Kingdom,-1,0.0,1.0
16570.0,United Kingdom,208,42708.0,42500.0
14646.0,Netherlands,731,140786.0,140055.0
,United Kingdom,1,595.0,594.0
13715.0,United Kingdom,-2,-75.0,-73.0
12990.0,United Kingdom,50,975.0,925.0
13209.0,United Kingdom,524,59526.0,59002.0
13136.0,United Kingdom,-2,-165.0,-163.0
12778.0,Netherlands,85,840.0,755.0
15610.0,United Kingdom,66,11246.0,11180.0
14057.0,United Kingdom,-168,-7056.0,-6888.0
12748.0,United Kingdom,85,13307.0,13222.0
17287.0,United Kingdom,110,20207.0,20097.0
16891.0,United Kingdom,28,11595.0,11567.0
,United Kingdom,-864,0.0,864.0
15993.0,United Kingdom,678,86389.0,85711.0
13014.0,United Kingdom,108,3178.0,3070.0
,United Kingdom,2,0.0,-2.0
,United Kingdom,-2,0.0,2.0
16775.0,United Kingdom,27,12915.0,12888.0
18273.0,United Kingdom,40,1020.0,980.0
,United Kingdom,1,0.0,-1.0
17841.0,United Kingdom,152,32771.0,32619.0
17841.0,United Kingdom,-3,-745.0,-742.0
17850.0,United Kingdom,12,222.0,210.0
16923.0,United Kingdom,214,39152.0,38938.0
16161.0,United Kingdom,-12,-2875.0,-2863.0
,United Kingdom,58,693.0,635.0
14456.0,United Kingdom,20,2625.0,2605.0
12471.0,Germany,40,500.0,460.0
13272.0,United Kingdom,72,14096.0,14024.0
14140.0,United Kingdom,-2,-150.0,-148.0
14156.0,EIRE,5034,748006.0,742972.0
15215.0,United Kingdom,92,30004.0,29912.0
18283.0,United Kingdom,61,10845.0,10784.0
17556.0,United Kingdom,101,1579.0,1478.0
14618.0,United Kingdom,92,2118.0,2026.0
16681.0,United Kingdom,260,31492.0,31232.0
12748.0,United Kingdom,82,9411.0,9329.0
13549.0,United Kingdom,-1,-208.0,-207.0
,United Kingdom,1,0.0,-1.0
13709.0,United Kingdom,293,7749.0,7456.0
16726.0,United Kingdom,106,610.0,504.0
17368.0,United Kingdom,711,56315.0,55604.0
15987.0,United Kingdom,182,24486.0,24304.0
16892.0,United Kingdom,35,12312.0,12277.0
17105.0,United Kingdom,359,3194.0,2835.0
13599.0,United Kingdom,-25,-118.0,-93.0
14297.0,United Kingdom,458,58038.0,57580.0
15039.0,United Kingdom,2,119.0,117.0
12748.0,United Kingdom,14,10887.0,10873.0
14800.0,United Kingdom,-8,-105.0,-97.0
12540.0,Spain,193,28898.0,28705.0
14553.0,United Kingdom,21,1944.0,1923.0
,United Kingdom,1,825.0,824.0
17841.0,United Kingdom,212,35439.0,35227.0
,United Kingdom,-130,0.0,130.0
13694.0,United Kingdom,-1,-640.0,-639.0
14292.0,United Kingdom,328,13531.0,13203.0
13324.0,United Kingdom,376,64872.0,64496.0
14064.0,United Kingdom,-432,-15552.0,-15120.0
,United Kingdom,664,193453.0,192789.0
13924.0,United Kingdom,123,17233.0,17110.0
14930.0,Channel Islands,52,16558.0,16506.0
14299.0,United Kingdom,497,52555.0,52058.0
17799.0,United Kingdom,233,58004.0,57771.0
14589.0,United Kingdom,5,3975.0,3970.0
16258.0,United Kingdom,649,146245.0,145596.0
18168.0,United Kingdom,83,11515.0,11432.0
14849.0,United Kingdom,254,36416.0,36162.0
14024.0,United Kingdom,51,6525.0,6474.0
18225.0,United Kingdom,575,61648.0,61073.0
17828.0,Malta,-8,-3081.0,-3073.0
12748.0,United Kingdom,3,715.0,712.0
,United Kingdom,-84,0.0,84.0
12627.0,Germany,426,76802.0,76376.0
,United Kingdom,13,0.0,-13.0
14396.0,United Kingdom,186,37764.0,37578.0
16359.0,United Kingdom,91,11073.0,10982.0
12662.0,Germany,184,3367.0,3183.0
17949.0,United Kingdom,372,104712.0,104340.0
17404.0,Sweden,3714,26463.0,22749.0
18276.0,United Kingdom,-1,-625.0,-624.0
17206.0,United Kingdom,76,20424.0,20348.0
14660.0,United Kingdom,124,15679.0,15555.0
15392.0,United Kingdom,402,33898.0,33496.0
14911.0,EIRE,498,7066.0,6568.0
13081.0,United Kingdom,-3,-2985.0,-2982.0
14562.0,United Kingdom,246,60354.0,60108.0
,United Kingdom,-217,0.0,217.0
12851.0,United Kingdom,109,13518.0,13409.0
17595.0,United Kingdom,144,23089.0,22945.0
,United Kingdom,320,0.0,-320.0
16293.0,United Kingdom,135,34283.0,34148.0
17440.0,United Kingdom,-3,-117.0,-114.0
14092.0,United Kingdom,153,35117.0,34964.0
12583.0,France,449,85586.0,85137.0
,United Kingdom,-9,0.0,9.0
,United Kingdom,-15,0.0,15.0
14560.0,United Kingdom,16,572.0,556.0
16348.0,United Kingdom,77,15729.0,15652.0
14060.0,United Kingdom,646,73858.0,73212.0
14383.0,United Kingdom,201,24209.0,24008.0
14298.0,United Kingdom,2235,136461.0,134226.0
17299.0,United Kingdom,69,9106.0,9037.0
12408.0,Belgium,-3,-1485.0,-1482.0
13232.0,United Kingdom,105,16985.0,16880.0
,United Kingdom,2,0.0,-2.0
,United Kingdom,-15,0.0,15.0
17931.0,United Kingdom,164,2972.0,2808.0
17090.0,United Kingdom,122,22404.0,22282.0
14250.0,United Kingdom,138,24022.0,23884.0
17293.0,United Kingdom,1,650.0,649.0
14798.0,United Kingdom,46,7634.0,7588.0
16985.0,United Kingdom,285,8607.0,8322.0
17346.0,United Kingdom,62,10557.0,10495.0
15813.0,United Kingdom,234,53326.0,53092.0
14031.0,United Kingdom,806,206809.0,206003.0
15249.0,United Kingdom,-17,-2265.0,-2248.0
16043.0,United Kingdom,85,22454.0,22369.0
16746.0,United Kingdom,226,32196.0,31970.0
,United Kingdom,-2834,0.0,2834.0
16504.0,United Kingdom,524,48438.0,47914.0
16689.0,United Kingdom,64,12844.0,12780.0
12798.0,Japan,2256,160704.0,158448.0
17841.0,United Kingdom,169,24583.0,24414.0
16956.0,United Kingdom,-2,-164.0,-162.0
17510.0,United Kingdom,214,30848.0,30634.0
15301.0,United Kingdom,-4,-349.0,-345.0
,United Kingdom,345,155156.0,154811.0
13098.0,United Kingdom,469,53136.0,52667.0
16456.0,United Kingdom,247,44928.0,44681.0
17528.0,United Kingdom,198,2005.0,1807.0
17117.0,United Kingdom,68,1162.0,1094.0
,United Kingdom,-16,0.0,16.0
17552.0,United Kingdom,-1,-395.0,-394.0
14132.0,United Kingdom,-2,-59.0,-57.0
14286.0,United Kingdom,1505,19359.0,17854.0
12721.0,France,239,3662.0,3423.0
17490.0,United Kingdom,-5,-1875.0,-1870.0
17901.0,United Kingdom,24,11038.0,11014.0
17669.0,United Kingdom,206,3685.0,3479.0
14298.0,United Kingdom,36,510.0,474.0
,United Kingdom,2,0.0,-2.0
15727.0,United Kingdom,214,37482.0,37268.0
16915.0,United Kingdom,29,11249.0,11220.0
15769.0,United Kingdom,600,10860.0,10260.0
18126.0,United Kingdom,144,20683.0,20539.0
14913.0,United Kingdom,455,30132.0,29677.0
16432.0,United Kingdom,276,2874.0,2598.0
16670.0,United Kingdom,4,130.0,126.0
13860.0,United Kingdom,7,2729.0,2722.0
12688.0,Israel,3028,487381.0,484353.0
14078.0,United Kingdom,73,22146.0,22073.0
17949.0,United Kingdom,96,4800.0,4704.0
15010.0,United Kingdom,184,30894.0,30710.0
,United Kingdom,50,35142.0,35092.0
13947.0,United Kingdom,44,906.0,862.0
17388.0,United Kingdom,59,18983.0,18924.0
13991.0,United Kingdom,14,313.0,299.0
14704.0,United Kingdom,1,150.0,149.0
17483.0,United Kingdom,50,1551.0,1501.0
12948.0,United Kingdom,-3,-1125.0,-1122.0
18069.0,United Kingdom,179,30431.0,30252.0
13075.0,United Kingdom,485,91961.0,91476.0
17511.0,United Kingdom,-19,-3013.0,-2994.0
17848.0,United Kingdom,13,4435.0,4422.0
12735.0,France,105,4598.0,4493.0
,United Kingdom,106,86426.0,86320.0
,United Kingdom,29,20409.0,20380.0
13166.0,United Kingdom,216,4172.0,3956.0
16500.0,United Kingdom,1,1650.0,1649.0
13018.0,United Kingdom,24,4296.0,4272.0
15408.0,United Kingdom,106,26718.0,26612.0
15804.0,United Kingdom,314,52536.0,52222.0
15809.0,United Kingdom,112,1988.0,1876.0
17365.0,United Kingdom,554,47382.0,46828.0
17576.0,United Kingdom,54,12882.0,12828.0
16996.0,United Kingdom,154,41518.0,41364.0
14911.0,EIRE,314,61617.0,61303.0
16455.0,United Kingdom,142,2463.0,2321.0
13931.0,United Kingdom,-4,-66.0,-62.0
15039.0,United Kingdom,219,53658.0,53439.0
14099.0,United Kingdom,74,2138.0,2064.0
,United Kingdom,-102,0.0,102.0
17769.0,United Kingdom,-3,-1245.0,-1242.0
13594.0,United Kingdom,359,39697.0,39338.0
12748.0,United Kingdom,15,3082.0,3067.0
